Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782762403,109,,Aggregated,312.100000,286.300000,4,6,7,8,16,32,49,65,76,79,79,4445,4158,4,8.113821484738109,1.8189999973401427,79.03489999443991,156.5142857142857
1782762404,109,,Aggregated,365.600000,339.600000,5,6,7,8,14,31,49,65,77,79,79,5000,4706,5,7.918138139900111,1.4819999996689148,79.03489999443991,153.4932
1782762405,109,,Aggregated,405.300000,380.100000,5,6,6,7,13,30,48,61,76,79,79,5623,5324,5,7.700981184310329,1.4819999996689148,79.03489999443991,145.15774497599148
1782762406,109,,Aggregated,437.700000,414.400000,4,5,6,7,12,29,47,60,76,79,79,6198,5895,4,7.501866973116185,1.4819999996689148,79.03489999443991,138.92626653759277
1782762407,109,,Aggregated,470.600000,449.300000,5,6,6,7,12,28,47,59,76,79,79,6753,6448,5,7.4783686508629845,1.4819999996689148,79.03489999443991,133.94876351251295
1782762408,109,,Aggregated,502.000000,482.900000,4,6,6,7,11,27,46,58,74,79,79,7373,7065,4,7.300322446669409,1.4819999996689148,79.03489999443991,129.59351688593517
1782762409,109,,Aggregated,521.300000,505.700000,4,5,6,7,11,26,46,56,74,79,79,7945,7629,4,7.177677646228527,1.4819999996689148,79.03489999443991,125.7690371302706
1782762410,109,,Aggregated,543.200000,529.400000,4,5,6,7,11,25,45,54,74,79,79,8554,8236,4,7.075620797195104,1.4819999996689148,79.03489999443991,122.68400748187982
1782762411,109,,Aggregated,562.400000,549.700000,4,5,6,7,10,24,45,52,73,79,79,9154,8835,4,6.994471203759291,1.4819999996689148,79.03489999443991,119.67194668997159
1782762412,109,,Aggregated,574.000000,564.900000,4,5,6,7,11,25,45,52,73,79,79,9739,9414,4,7.073633524923569,1.4819999996689148,79.03489999443991,120.19601601807167
1782762413,109,,Aggregated,580.600000,574.500000,4,5,6,7,10,24,45,51,73,78,79,10344,10013,4,7.019071645320526,1.4819999996689148,79.03489999443991,117.64008120649652
1782762414,109,,Aggregated,580.800000,576.200000,4,5,6,7,10,23,45,51,73,78,79,10921,10589,4,6.986737954334718,1.4819999996689148,79.03489999443991,115.48154930867136
1782762415,109,,Aggregated,586.000000,581.500000,4,5,6,7,10,23,45,51,73,78,79,11495,11158,4,6.924161191762298,1.4819999996689148,79.03489999443991,113.53588516746412
1782762416,109,,Aggregated,592.100000,588.000000,4,5,6,7,10,22,45,50,72,78,79,12099,11761,4,6.8429700222553915,1.4819999996689148,79.03489999443991,111.70369452020829
1782762417,109,,Aggregated,587.700000,584.000000,4,6,6,7,10,22,45,50,72,78,79,12656,12314,4,6.882561117192942,1.4819999996689148,79.03489999443991,112.48854298356511
1782762418,109,,Aggregated,587.900000,584.300000,5,6,6,7,10,21,45,50,72,78,79,13206,12858,5,6.8761554595829475,1.4819999996689148,79.03489999443991,113.22792669998485
1782762419,109,,Aggregated,590.000000,586.200000,5,6,6,7,10,20,45,50,72,78,79,13752,13399,5,6.830904741074212,1.4819999996689148,79.03489999443991,116.0673356602676
1782762420,109,,Aggregated,584.300000,580.400000,5,6,6,7,10,19,45,49,72,78,79,14301,13945,5,6.798091231332419,1.4819999996689148,79.03489999443991,114.54961191525068
1782762421,109,,Aggregated,580.100000,576.800000,5,6,6,7,10,19,44,49,72,78,79,14868,14509,5,6.761255515146538,1.4819999996689148,79.03489999443991,113.33488027979553
1782762422,109,,Aggregated,575.400000,571.500000,5,6,6,7,10,18,44,49,72,78,79,15484,15124,5,6.752052092432276,1.4819999996689148,79.03489999443991,111.88885300955825
1782762423,109,,Aggregated,568.800000,565.000000,5,6,6,7,10,17,44,49,72,78,79,16084,15719,5,6.831072612484652,1.4819999996689148,79.03489999443991,112.40761004725192
1782762424,109,,Aggregated,567.900000,564.400000,5,6,6,7,10,18,45,49,72,130,150,16661,16291,5,6.860486909497492,1.4819999996689148,150.80869999655988,113.14170818078146
1782762425,109,,Aggregated,569.100000,565.800000,5,6,6,7,10,17,45,49,72,130,150,17242,16870,5,6.835779375888356,1.4819999996689148,150.80869999655988,111.92118083748986
1782762426,109,,Aggregated,570.400000,566.900000,5,6,6,7,10,17,44,49,72,130,150,17817,17442,5,6.794974765625981,1.4819999996689148,150.80869999655988,110.88903855867991
1782762427,109,,Aggregated,570.700000,566.900000,5,6,6,7,10,16,44,49,72,130,150,18350,17975,5,6.775048103495006,1.4819999996689148,150.80869999655988,109.90207084468665
1782762428,109,,Aggregated,570.900000,567.300000,5,6,6,7,10,17,44,49,72,130,150,18906,18525,5,6.797897402896083,1.4393999954336323,150.80869999655988,113.60118480905533
1782762429,109,,Aggregated,567.500000,564.200000,5,6,6,7,10,16,44,49,72,130,150,19507,19123,5,6.758326826222532,1.4393999954336323,150.80869999655988,112.48141692725689
1782762430,109,,Aggregated,567.200000,564.100000,5,6,6,7,10,16,44,48,72,79,150,20075,19687,5,6.745238515519703,1.4393999954336323,150.80869999655988,111.46734744707348
1782762431,109,,Aggregated,569.400000,566.100000,5,6,6,7,10,16,44,48,72,79,150,20619,20230,5,6.71376293220535,1.4393999954336323,150.80869999655988,110.54973568068287
1782762432,109,,Aggregated,574.300000,571.200000,5,6,6,7,10,15,44,48,72,79,150,21209,20818,5,6.670108534069099,1.4393999954336323,150.80869999655988,111.16587297845254
1782762433,109,,Aggregated,574.000000,570.800000,5,6,6,7,10,15,44,48,72,79,150,21788,21392,5,6.651402799666026,1.4393999954336323,150.80869999655988,111.61565999632825
1782762434,109,,Aggregated,570.100000,566.900000,5,6,6,7,10,15,44,48,72,79,150,22372,21969,5,6.703394823849712,1.4393999954336323,150.80869999655988,113.40532808868228
1782762435,109,,Aggregated,570.000000,566.900000,5,6,6,7,10,15,44,48,72,79,150,22990,22586,5,6.698702409707231,1.4393999954336323,150.80869999655988,112.45946063505872
1782762436,109,,Aggregated,567.600000,564.200000,5,6,6,7,10,15,44,48,72,79,150,23592,23185,5,6.67777057897251,1.4393999954336323,150.80869999655988,111.54577822990845
1782762437,109,,Aggregated,572.100000,568.800000,5,6,6,7,10,15,44,48,71,79,150,24196,23782,5,6.665211952351321,1.4393999954336323,150.80869999655988,111.88985782774012
1782762438,109,,Aggregated,574.600000,571.500000,5,6,6,7,10,15,44,48,71,79,150,24754,24336,5,6.6368981659194555,1.4393999954336323,150.80869999655988,112.42574937383857
1782762439,109,,Aggregated,577.300000,573.800000,5,6,6,7,10,15,44,48,71,79,150,25349,24924,5,6.6254572763905575,1.4393999954336323,150.80869999655988,113.91037121779952
1782762440,109,,Aggregated,582.500000,578.500000,5,6,6,7,9,14,44,48,71,79,150,25921,25493,5,6.6082569383609515,1.4393999954336323,150.80869999655988,113.1492226380155
1782762441,109,,Aggregated,581.200000,577.200000,5,6,6,7,10,14,44,48,71,79,150,26517,26086,5,6.614390519260104,1.4393999954336323,150.80869999655988,113.47346984953049
1782762442,109,,Aggregated,576.500000,572.500000,5,6,6,7,9,14,44,48,71,79,150,27072,26640,5,6.583735704763073,1.4393999954336323,150.80869999655988,112.7229609929078
1782762443,109,,Aggregated,583.900000,579.800000,5,6,6,7,9,14,44,48,71,79,150,27623,27186,5,6.5646838576361,1.4393999954336323,150.80869999655988,114.13995583390653
1782762444,109,,Aggregated,587.900000,583.800000,5,6,6,7,9,14,44,48,71,79,150,28224,27779,5,6.560874996440184,1.4393999954336323,150.80869999655988,113.36670918367346
1782762445,109,,Aggregated,580.000000,575.900000,5,6,6,7,9,14,44,48,71,79,150,28775,28329,5,6.560065960018747,1.4393999954336323,150.80869999655988,112.66599478714161
1782762446,109,,Aggregated,580.500000,576.700000,5,6,6,7,9,14,44,48,71,79,150,29339,28889,5,6.537409301599249,1.4393999954336323,150.80869999655988,112.97566379222195
1782762447,109,,Aggregated,580.600000,576.500000,5,6,6,7,9,14,44,48,71,79,150,29958,29504,5,6.52776627944384,1.4393999954336323,150.80869999655988,113.2098270912611
1782762448,109,,Aggregated,571.100000,566.800000,5,6,6,7,9,14,44,48,71,79,150,30561,30102,5,6.529857534097138,1.4393999954336323,150.80869999655988,112.49003632080102
1782762449,109,,Aggregated,574.100000,569.800000,5,6,6,7,9,14,44,48,71,79,150,31156,30694,5,6.524977760290594,1.4393999954336323,150.80869999655988,111.80498138400309
1782762450,109,,Aggregated,575.000000,571.100000,5,6,6,7,9,14,44,48,71,79,150,31699,31231,5,6.516705911848564,1.4393999954336323,150.80869999655988,112.20824000757122
1782762451,109,,Aggregated,579.600000,575.800000,5,6,6,7,9,14,44,48,70,79,150,32303,31833,5,6.507102888266966,1.4393999954336323,150.80869999655988,112.45902857319754
1782762452,109,,Aggregated,581.800000,577.800000,5,5,6,7,9,14,44,48,70,79,150,32859,32383,5,6.498574746633832,1.4393999954336323,150.80869999655988,111.85784716516024
1782762453,109,,Aggregated,576.800000,572.900000,5,5,6,7,9,14,44,48,70,79,150,33433,32954,5,6.4908971225934895,1.4393999954336323,150.80869999655988,112.14727963389466
1782762454,109,,Aggregated,574.300000,570.300000,5,6,6,7,9,14,44,48,71,97,150,33969,33485,5,6.518056003994803,1.4393999954336323,150.80869999655988,111.58488621978863
1782762455,109,,Aggregated,581.600000,577.200000,5,6,6,7,9,14,44,48,71,97,150,34496,34012,5,6.542738497209061,1.4393999954336323,150.80869999655988,111.05652829313543
1782762456,109,,Aggregated,575.700000,571.600000,5,6,6,7,9,14,44,48,71,97,150,35052,34568,5,6.536645831898335,1.4393999954336323,150.80869999655988,110.51363688234623
1782762457,109,,Aggregated,567.700000,563.800000,5,6,6,7,9,13,44,48,71,97,150,35628,35139,5,6.54059985684341,1.4393999954336323,150.80869999655988,109.96525204895026
1782762458,109,,Aggregated,572.200000,568.600000,5,6,6,7,9,13,44,48,71,97,150,36223,35731,5,6.52496359218131,1.4393999954336323,150.80869999655988,109.51240924274632
1782762459,109,,Aggregated,567.000000,563.500000,5,6,6,7,9,13,44,48,71,97,150,36852,36356,5,6.5158076983513435,1.262400000996422,150.80869999655988,109.77480191034408
1782762460,109,,Aggregated,567.000000,563.600000,5,6,6,7,9,13,44,48,71,97,150,37532,37028,5,6.509455957572328,1.262400000996422,150.80869999655988,110.04817222636683
1782762461,109,,Aggregated,564.500000,561.100000,5,6,6,7,9,13,44,48,71,97,150,38088,37575,5,6.513058614251098,1.262400000996422,150.80869999655988,109.6447700063012
1782762462,109,,Aggregated,569.400000,566.100000,5,6,6,7,9,13,44,48,71,97,150,38642,38127,5,6.505851938291791,1.262400000996422,150.80869999655988,109.17385228507841
1782762463,109,,Aggregated,578.800000,575.100000,5,6,6,7,9,13,44,48,71,97,150,39236,38715,5,6.494247420726045,1.262400000996422,150.80869999655988,110.2717147517586
1782762464,109,,Aggregated,576.400000,572.200000,5,6,6,7,9,13,44,48,71,97,150,39829,39300,5,6.50185010418584,1.262400000996422,150.80869999655988,109.76720480052224
1782762465,109,,Aggregated,574.600000,570.800000,5,6,6,7,9,13,44,48,71,80,150,40384,39854,5,6.488094710764259,1.262400000996422,150.80869999655988,109.39958894611728
1782762466,109,,Aggregated,579.100000,574.700000,5,6,6,7,9,13,44,48,71,80,150,40934,40401,5,6.483096838801633,1.262400000996422,150.80869999655988,108.96230517418283
1782762467,109,,Aggregated,587.600000,583.100000,5,6,6,7,9,13,44,48,70,80,150,41541,41006,5,6.471324992165298,1.262400000996422,150.80869999655988,109.91343491971787
1782762468,109,,Aggregated,584.300000,579.700000,5,6,6,7,9,13,44,48,71,95,150,42052,41512,5,6.500362874523322,1.262400000996422,150.80869999655988,110.24747931132883
1782762469,109,,Aggregated,586.400000,581.700000,5,6,6,7,9,13,44,48,71,95,150,42623,42083,5,6.49390396732886,1.262400000996422,150.80869999655988,109.80095253736246
1782762470,109,,Aggregated,582.500000,577.800000,5,6,6,7,9,13,44,48,70,95,150,43237,42693,5,6.48254820175912,1.262400000996422,150.80869999655988,110.81000069385017
